159  159  17
35  114  6  0
35  114  5  0
35  114  4  1
35  113  12  1
35  113  11  0
35  113  10  0
35  113  9  0
35  113  8  1
35  113  7  1
35  113  6  1
35  113  5  1
35  113  4  1
35  112  12  1
35  112  11  1
35  112  10  1
35  112  9  1
35  112  8  1
35  112  7  1
35  112  6  1
35  112  5  1
35  112  4  1
36  123  8  1
36  123  7  1
36  123  6  1
36  123  5  1
36  123  4  1
36  122  12  1
36  122  11  1
36  122  10  1
36  122  9  1
36  122  8  1
36  122  7  1
36  122  6  0
36  122  5  0
36  122  4  1
36  121  12  1
36  121  11  1
36  121  10  1
36  121  9  1
36  121  8  1
36  121  7  1
36  121  6  0
36  121  5  0
36  121  4  1
36  120  12  1
36  120  11  0
36  120  10  0
36  120  9  0
36  120  8  0
36  120  7  0
36  120  6  0
36  120  5  0
36  120  4  1
36  119  12  1
36  119  11  0
36  119  10  0
36  119  9  0
36  119  8  0
36  119  7  0
36  119  6  0
36  119  5  0
36  119  4  1
36  118  12  1
36  118  11  0
36  118  10  0
36  118  9  0
36  118  8  0
36  118  7  0
36  118  6  0
36  118  5  0
36  118  4  1
36  117  12  1
36  117  11  0
36  117  10  0
36  117  9  0
36  117  8  0
36  117  7  0
36  117  6  0
36  117  5  0
36  117  4  1
36  116  12  1
36  116  11  0
36  116  10  0
36  116  9  0
36  116  8  0
36  116  7  0
36  116  6  0
36  116  5  0
36  116  4  1
36  115  12  1
36  115  11  0
36  115  10  0
36  115  9  0
36  115  8  0
36  115  7  0
36  115  6  0
36  115  5  0
36  115  4  1
36  114  12  1
36  114  11  0
36  114  10  0
36  114  9  0
36  114  8  0
36  114  7  0
36  114  6  0
36  114  5  0
36  114  4  1
36  113  12  1
36  113  11  0
36  113  10  0
36  113  9  0
36  113  8  0
36  113  7  0
36  113  6  0
36  113  5  0
36  113  4  1
36  112  12  1
36  112  11  1
36  112  10  1
36  112  9  1
36  112  8  1
36  112  7  1
36  112  6  1
36  112  5  1
36  112  4  1
36  111  12  1
36  111  11  1
36  111  10  1
36  111  9  1
36  111  8  1
36  111  7  1
36  111  6  1
36  111  5  1
36  111  4  1
37  123  12  1
37  123  11  1
37  123  10  1
37  123  9  1
37  123  8  1
37  123  7  1
37  123  6  1
37  123  5  1
37  123  4  1
37  122  12  1
37  122  11  1
37  122  10  1
37  122  9  1
37  122  8  1
37  122  7  0
37  122  6  0
37  122  5  0
37  122  4  1
37  121  12  1
37  121  11  0
37  121  10  0
37  121  9  0
37  121  8  1
37  121  7  0
37  121  6  0
37  121  5  0
37  121  4  1
37  120  12  1
37  120  11  0
37  120  10  0
37  120  9  0
37  120  8  0
37  120  7  0
37  120  6  0
37  120  5  0
37  120  4  1
37  119  12  1
37  119  11  0
37  119  10  0
37  119  9  0
37  119  8  0
37  119  7  0
37  119  6  0
37  119  5  0
37  119  4  1
37  118  12  1
37  118  11  0
37  118  10  0
37  118  9  0
37  118  8  0
37  118  7  0
37  118  6  0
37  118  5  0
37  118  4  1
37  117  12  1
37  117  11  0
37  117  10  0
37  117  9  0
37  117  8  0
37  117  7  0
37  117  6  0
37  117  5  0
37  117  4  1
37  116  12  1
37  116  11  0
37  116  10  0
37  116  9  0
37  116  8  0
37  116  7  0
37  116  6  0
37  116  5  0
37  116  4  1
37  115  12  1
37  115  11  0
37  115  10  0
37  115  9  0
37  115  8  0
37  115  7  0
37  115  6  0
37  115  5  0
37  115  4  1
37  114  12  1
37  114  11  0
37  114  10  0
37  114  9  0
37  114  8  0
37  114  7  0
37  114  6  0
37  114  5  0
37  114  4  1
37  113  12  1
37  113  11  0
37  113  10  0
37  113  9  0
37  113  8  0
37  113  7  0
37  113  6  0
37  113  5  0
37  113  4  1
37  112  12  1
37  112  11  0
37  112  10  0
37  112  9  0
37  112  8  0
37  112  7  0
37  112  6  0
37  112  5  0
37  112  4  1
37  111  12  1
37  111  11  1
37  111  10  1
37  111  9  1
37  111  8  1
37  111  7  1
37  111  6  1
37  111  5  1
37  111  4  1
38  124  12  1
38  124  10  1
38  124  9  1
38  124  8  1
38  124  7  1
38  124  6  1
38  124  5  1
38  124  4  1
38  123  12  1
38  123  11  1
38  123  10  1
38  123  9  1
38  123  8  1
38  123  7  1
38  123  6  1
38  123  5  1
38  123  4  1
38  122  12  1
38  122  11  0
38  122  10  1
38  122  9  1
38  122  8  0
38  122  7  0
38  122  6  0
38  122  5  0
38  122  4  1
38  121  12  1
38  121  11  0
38  121  10  0
38  121  9  0
38  121  8  0
38  121  7  0
38  121  6  0
38  121  5  0
38  121  4  1
38  120  12  1
38  120  11  0
38  120  10  0
38  120  9  0
38  120  8  0
38  120  7  0
38  120  6  0
38  120  5  0
38  120  4  1
38  119  12  1
38  119  11  0
38  119  10  0
38  119  9  0
38  119  8  0
38  119  7  0
38  119  6  0
38  119  5  0
38  119  4  1
38  118  12  1
38  118  11  0
38  118  10  0
38  118  9  0
38  118  8  0
38  118  7  0
38  118  6  0
38  118  5  0
38  118  4  1
38  117  12  1
38  117  11  0
38  117  10  0
38  117  9  0
38  117  8  0
38  117  7  0
38  117  6  0
38  117  5  0
38  117  4  1
38  116  12  1
38  116  11  0
38  116  10  0
38  116  9  0
38  116  8  0
38  116  7  0
38  116  6  0
38  116  5  0
38  116  4  1
38  115  12  1
38  115  11  0
38  115  10  0
38  115  9  0
38  115  8  0
38  115  7  0
38  115  6  0
38  115  5  0
38  115  4  1
38  114  12  1
38  114  11  0
38  114  10  0
38  114  9  0
38  114  8  0
38  114  7  0
38  114  6  0
38  114  5  0
38  114  4  1
38  113  12  1
38  113  11  0
38  113  10  0
38  113  9  0
38  113  8  0
38  113  7  0
38  113  6  0
38  113  5  0
38  113  4  1
38  112  12  1
38  112  11  0
38  112  10  0
38  112  9  0
38  112  8  0
38  112  7  0
38  112  6  0
38  112  5  0
38  112  4  1
38  111  12  1
38  111  11  1
38  111  10  1
38  111  9  1
38  111  8  1
38  111  7  1
38  111  6  1
38  111  5  1
38  111  4  1
38  110  12  1
38  110  11  1
38  110  10  1
38  110  9  1
38  110  8  1
38  110  7  1
38  110  6  1
38  110  5  1
38  110  4  1
39  124  12  1
39  124  11  1
39  124  10  1
39  124  9  1
39  124  8  1
39  124  7  1
39  124  6  1
39  124  5  1
39  124  4  1
39  123  12  1
39  123  11  1
39  123  10  1
39  123  9  0
39  123  8  0
39  123  7  0
39  123  6  0
39  123  5  0
39  123  4  1
39  122  12  1
39  122  11  0
39  122  10  0
39  122  9  0
39  122  8  0
39  122  7  0
39  122  6  0
39  122  5  0
39  122  4  1
39  121  12  1
39  121  11  0
39  121  10  0
39  121  9  0
39  121  8  0
39  121  7  0
39  121  6  0
39  121  5  0
39  121  4  1
39  120  12  1
39  120  11  0
39  120  10  0
39  120  9  0
39  120  8  0
39  120  7  0
39  120  6  0
39  120  5  0
39  120  4  1
39  119  12  1
39  119  11  0
39  119  10  0
39  119  9  0
39  119  8  0
39  119  7  0
39  119  6  0
39  119  5  0
39  119  4  1
39  118  12  1
39  118  11  0
39  118  10  0
39  118  9  0
39  118  8  0
39  118  7  0
39  118  6  0
39  118  5  0
39  118  4  1
39  117  12  1
39  117  11  0
39  117  10  0
39  117  9  0
39  117  8  0
39  117  7  0
39  117  6  0
39  117  5  0
39  117  4  1
39  116  12  1
39  116  11  0
39  116  10  0
39  116  9  0
39  116  8  0
39  116  7  0
39  116  6  0
39  116  5  0
39  116  4  1
39  115  12  1
39  115  11  0
39  115  10  0
39  115  9  0
39  115  8  0
39  115  7  0
39  115  6  0
39  115  5  0
39  115  4  1
39  114  12  1
39  114  11  0
39  114  10  0
39  114  9  0
39  114  8  0
39  114  7  0
39  114  6  0
39  114  5  0
39  114  4  1
39  113  12  1
39  113  11  0
39  113  10  0
39  113  9  0
39  113  8  0
39  113  7  0
39  113  6  0
39  113  5  0
39  113  4  1
39  112  12  1
39  112  11  0
39  112  10  0
39  112  9  0
39  112  8  0
39  112  7  0
39  112  6  0
39  112  5  0
39  112  4  1
39  111  12  1
39  111  11  0
39  111  10  0
39  111  9  0
39  111  8  0
39  111  7  0
39  111  6  0
39  111  5  0
39  111  4  1
39  110  12  1
39  110  11  1
39  110  10  1
39  110  9  1
39  110  8  1
39  110  7  1
39  110  6  1
39  110  5  1
39  110  4  1
39  109  12  1
39  109  11  1
39  109  10  1
39  109  9  1
39  109  8  1
39  109  7  1
39  109  6  1
39  109  5  1
39  109  4  1
39  108  12  1
39  108  11  1
39  108  10  1
40  125  12  1
40  125  11  1
40  125  10  1
40  125  9  1
40  125  8  1
40  125  7  1
40  125  6  1
40  125  5  1
40  125  4  1
40  124  12  1
40  124  11  1
40  124  10  1
40  124  9  1
40  124  8  1
40  124  7  1
40  124  6  1
40  124  5  1
40  124  4  1
40  123  12  1
40  123  11  0
40  123  10  0
40  123  9  0
40  123  8  0
40  123  7  0
40  123  6  0
40  123  5  0
40  123  4  1
40  122  12  1
40  122  11  0
40  122  10  0
40  122  9  0
40  122  8  0
40  122  7  0
40  122  6  0
40  122  5  0
40  122  4  1
40  121  12  1
40  121  11  0
40  121  10  0
40  121  9  0
40  121  8  0
40  121  7  0
40  121  6  0
40  121  5  0
40  121  4  1
40  120  12  1
40  120  11  0
40  120  10  0
40  120  9  0
40  120  8  0
40  120  7  0
40  120  6  0
40  120  5  0
40  120  4  1
40  119  12  1
40  119  11  0
40  119  10  0
40  119  9  0
40  119  8  0
40  119  7  0
40  119  6  0
40  119  5  0
40  119  4  1
40  118  12  1
40  118  11  0
40  118  10  0
40  118  9  0
40  118  8  0
40  118  7  0
40  118  6  0
40  118  5  0
40  118  4  1
40  117  12  1
40  117  11  0
40  117  10  0
40  117  9  0
40  117  8  0
40  117  7  0
40  117  6  0
40  117  5  0
40  117  4  1
40  116  12  1
40  116  11  0
40  116  10  0
40  116  9  0
40  116  8  0
40  116  7  0
40  116  6  0
40  116  5  0
40  116  4  1
40  115  12  1
40  115  11  0
40  115  10  0
40  115  9  0
40  115  8  0
40  115  7  0
40  115  6  0
40  115  5  0
40  115  4  1
40  114  12  1
40  114  11  0
40  114  10  0
40  114  9  0
40  114  8  0
40  114  7  0
40  114  6  0
40  114  5  0
40  114  4  1
40  113  12  1
40  113  11  0
40  113  10  0
40  113  9  0
40  113  8  0
40  113  7  0
40  113  6  0
40  113  5  0
40  113  4  1
40  112  12  1
40  112  11  0
40  112  10  0
40  112  9  0
40  112  8  0
40  112  7  0
40  112  6  0
40  112  5  0
40  112  4  1
40  111  12  1
40  111  11  0
40  111  10  0
40  111  9  0
40  111  8  0
40  111  7  0
40  111  6  0
40  111  5  0
40  111  4  1
40  110  12  1
40  110  11  0
40  110  10  0
40  110  9  0
40  110  8  0
40  110  7  0
40  110  6  0
40  110  5  0
40  110  4  1
40  109  12  1
40  109  11  0
40  109  10  1
40  109  9  1
40  109  8  1
40  109  7  1
40  109  6  1
40  109  5  1
40  109  4  1
40  108  12  1
40  108  11  1
40  108  10  1
40  108  9  1
40  108  8  1
40  108  7  1
40  108  6  1
40  108  5  1
40  108  4  1
40  107  12  1
40  107  11  1
40  107  10  1
40  107  9  1
40  107  8  1
40  107  7  1
40  107  6  1
40  107  5  1
40  107  4  1
40  106  12  1
40  106  11  1
40  106  10  1
40  106  9  1
41  125  12  1
41  125  11  1
41  125  10  1
41  125  9  1
41  125  8  1
41  125  7  1
41  125  6  1
41  125  5  1
41  125  4  1
41  124  12  1
41  124  11  0
41  124  10  0
41  124  9  0
41  124  8  0
41  124  7  1
41  124  6  1
41  124  5  1
41  124  4  1
41  123  12  1
41  123  11  0
41  123  10  0
41  123  9  0
41  123  8  0
41  123  7  0
41  123  6  0
41  123  5  0
41  123  4  1
41  122  12  1
41  122  11  0
41  122  10  0
41  122  9  0
41  122  8  0
41  122  7  0
41  122  6  0
41  122  5  0
41  122  4  1
41  121  12  1
41  121  11  0
41  121  10  0
41  121  9  0
41  121  8  0
41  121  7  0
41  121  6  0
41  121  5  0
41  121  4  1
41  120  12  1
41  120  11  0
41  120  10  0
41  120  9  0
41  120  8  0
41  120  7  0
41  120  6  0
41  120  5  0
41  120  4  1
41  119  12  1
41  119  11  0
41  119  10  0
41  119  9  0
41  119  8  0
41  119  7  0
41  119  6  0
41  119  5  0
41  119  4  1
41  118  12  1
41  118  11  0
41  118  10  0
41  118  9  0
41  118  8  0
41  118  7  0
41  118  6  0
41  118  5  0
41  118  4  1
41  117  12  1
41  117  11  0
41  117  10  0
41  117  9  0
41  117  8  0
41  117  7  0
41  117  6  0
41  117  5  0
41  117  4  1
41  116  12  1
41  116  11  0
41  116  10  0
41  116  9  0
41  116  8  0
41  116  7  0
41  116  6  0
41  116  5  0
41  116  4  1
41  115  12  1
41  115  11  0
41  115  10  0
41  115  9  0
41  115  8  0
41  115  7  0
41  115  6  0
41  115  5  0
41  115  4  1
41  114  12  1
41  114  11  0
41  114  10  0
41  114  9  0
41  114  8  0
41  114  7  0
41  114  6  0
41  114  5  0
41  114  4  1
41  113  12  1
41  113  11  0
41  113  10  0
41  113  9  0
41  113  8  0
41  113  7  0
41  113  6  0
41  113  5  0
41  113  4  1
41  112  12  1
41  112  11  0
41  112  10  0
41  112  9  0
41  112  8  0
41  112  7  0
41  112  6  0
41  112  5  0
41  112  4  1
41  111  12  1
41  111  11  0
41  111  10  0
41  111  9  0
41  111  8  0
41  111  7  0
41  111  6  0
41  111  5  0
41  111  4  1
41  110  12  1
41  110  11  0
41  110  10  0
41  110  9  0
41  110  8  0
41  110  7  0
41  110  6  0
41  110  5  0
41  110  4  1
41  109  12  1
41  109  11  0
41  109  10  0
41  109  9  0
41  109  8  0
41  109  7  0
41  109  6  0
41  109  5  0
41  109  4  1
41  108  12  1
41  108  11  0
41  108  10  0
41  108  9  0
41  108  8  0
41  108  7  0
41  108  6  0
41  108  5  0
41  108  4  1
41  107  12  1
41  107  11  0
41  107  10  0
41  107  9  1
41  107  8  1
41  107  7  1
41  107  6  1
41  107  5  1
41  107  4  1
41  106  12  1
41  106  11  1
41  106  10  1
41  106  9  1
41  106  8  1
41  106  7  1
41  106  6  1
41  106  5  1
41  106  4  1
41  105  12  1
41  105  11  1
41  105  10  1
41  105  9  1
41  105  8  1
41  105  7  1
41  105  6  1
41  105  5  1
41  105  4  1
41  104  12  1
41  104  11  1
41  104  10  1
42  125  12  1
42  125  11  1
42  125  10  1
42  125  9  1
42  125  8  1
42  125  7  1
42  124  12  1
42  124  11  0
42  124  10  0
42  124  9  1
42  124  8  1
42  124  7  1
42  124  6  1
42  124  5  1
42  124  4  1
42  123  12  1
42  123  11  0
42  123  10  0
42  123  9  0
42  123  8  0
42  123  7  0
42  123  6  0
42  123  5  0
42  123  4  1
42  122  12  1
42  122  11  0
42  122  10  0
42  122  9  0
42  122  8  0
42  122  7  0
42  122  6  0
42  122  5  0
42  122  4  1
42  121  12  1
42  121  11  0
42  121  10  0
42  121  9  0
42  121  8  0
42  121  7  0
42  121  6  0
42  121  5  0
42  121  4  1
42  120  12  1
42  120  11  0
42  120  10  0
42  120  9  0
42  120  8  0
42  120  7  0
42  120  6  0
42  120  5  0
42  120  4  1
42  119  12  1
42  119  11  0
42  119  10  0
42  119  9  0
42  119  8  0
42  119  7  0
42  119  6  0
42  119  5  0
42  119  4  1
42  118  12  1
42  118  11  0
42  118  10  0
42  118  9  0
42  118  8  0
42  118  7  0
42  118  6  0
42  118  5  0
42  118  4  1
42  117  12  1
42  117  11  0
42  117  10  0
42  117  9  0
42  117  8  0
42  117  7  0
42  117  6  0
42  117  5  0
42  117  4  1
42  116  12  1
42  116  11  0
42  116  10  0
42  116  9  0
42  116  8  0
42  116  7  0
42  116  6  0
42  116  5  0
42  116  4  1
42  115  12  1
42  115  11  0
42  115  10  0
42  115  9  0
42  115  8  0
42  115  7  0
42  115  6  0
42  115  5  0
42  115  4  1
42  114  12  1
42  114  11  0
42  114  10  0
42  114  9  0
42  114  8  0
42  114  7  0
42  114  6  0
42  114  5  0
42  114  4  1
42  113  12  1
42  113  11  0
42  113  10  0
42  113  9  0
42  113  8  0
42  113  7  0
42  113  6  0
42  113  5  0
42  113  4  1
42  112  12  1
42  112  11  0
42  112  10  0
42  112  9  0
42  112  8  0
42  112  7  0
42  112  6  0
42  112  5  0
42  112  4  1
42  111  12  1
42  111  11  0
42  111  10  0
42  111  9  0
42  111  8  0
42  111  7  0
42  111  6  0
42  111  5  0
42  111  4  1
42  110  12  1
42  110  11  0
42  110  10  0
42  110  9  0
42  110  8  0
42  110  7  0
42  110  6  0
42  110  5  0
42  110  4  1
42  109  12  1
42  109  11  0
42  109  10  0
42  109  9  0
42  109  8  0
42  109  7  0
42  109  6  0
42  109  5  0
42  109  4  1
42  108  12  1
42  108  11  0
42  108  10  0
42  108  9  0
42  108  8  0
42  108  7  0
42  108  6  0
42  108  5  0
42  108  4  1
42  107  12  1
42  107  11  0
42  107  10  0
42  107  9  0
42  107  8  0
42  107  7  0
42  107  6  0
42  107  5  0
42  107  4  1
42  106  12  1
42  106  11  0
42  106  10  0
42  106  9  0
42  106  8  0
42  106  7  0
42  106  6  0
42  106  5  0
42  106  4  1
42  105  12  1
42  105  11  0
42  105  10  1
42  105  9  1
42  105  8  1
42  105  7  1
42  105  6  1
42  105  5  1
42  105  4  1
42  104  12  1
42  104  11  1
42  104  10  1
42  104  9  1
42  104  8  1
42  104  7  1
42  104  6  1
42  104  5  1
42  104  4  1
42  103  12  1
42  103  11  1
42  103  10  1
42  103  9  1
42  103  8  1
42  103  7  1
42  103  6  1
42  103  5  1
42  103  4  1
42  102  12  1
42  102  11  1
43  125  12  1
43  125  11  1
43  125  10  1
43  125  9  1
43  125  8  1
43  125  7  1
43  125  6  1
43  125  5  1
43  124  12  1
43  124  11  0
43  124  10  0
43  124  9  0
43  124  8  0
43  124  7  1
43  124  6  1
43  124  5  1
43  124  4  1
43  123  12  1
43  123  11  0
43  123  10  0
43  123  9  0
43  123  8  0
43  123  7  0
43  123  6  0
43  123  5  0
43  123  4  1
43  122  12  1
43  122  11  0
43  122  10  0
43  122  9  0
43  122  8  0
43  122  7  0
43  122  6  0
43  122  5  0
43  122  4  1
43  121  12  1
43  121  11  0
43  121  10  0
43  121  9  0
43  121  8  0
43  121  7  0
43  121  6  0
43  121  5  0
43  121  4  1
43  120  12  1
43  120  11  0
43  120  10  0
43  120  9  0
43  120  8  0
43  120  7  0
43  120  6  0
43  120  5  0
43  120  4  1
43  119  12  1
43  119  11  0
43  119  10  0
43  119  9  0
43  119  8  0
43  119  7  0
43  119  6  0
43  119  5  0
43  119  4  1
43  118  12  1
43  118  11  0
43  118  10  0
43  118  9  0
43  118  8  0
43  118  7  0
43  118  6  0
43  118  5  0
43  118  4  1
43  117  12  1
43  117  11  0
43  117  10  0
43  117  9  0
43  117  8  0
43  117  7  0
43  117  6  0
43  117  5  0
43  117  4  1
43  116  12  1
43  116  11  0
43  116  10  0
43  116  9  0
43  116  8  0
43  116  7  0
43  116  6  0
43  116  5  0
43  116  4  1
43  115  12  1
43  115  11  0
43  115  10  0
43  115  9  0
43  115  8  0
43  115  7  0
43  115  6  0
43  115  5  0
43  115  4  1
43  114  12  1
43  114  11  0
43  114  10  0
43  114  9  0
43  114  8  0
43  114  7  0
43  114  6  0
43  114  5  0
43  114  4  1
43  113  12  1
43  113  11  0
43  113  10  0
43  113  9  0
43  113  8  0
43  113  7  0
43  113  6  0
43  113  5  0
43  113  4  1
43  112  12  1
43  112  11  0
43  112  10  0
43  112  9  0
43  112  8  0
43  112  7  0
43  112  6  0
43  112  5  0
43  112  4  1
43  111  12  1
43  111  11  0
43  111  10  0
43  111  9  0
43  111  8  0
43  111  7  0
43  111  6  0
43  111  5  0
43  111  4  1
43  110  12  1
43  110  11  0
43  110  10  0
43  110  9  0
43  110  8  0
43  110  7  0
43  110  6  0
43  110  5  0
43  110  4  1
43  109  12  1
43  109  11  0
43  109  10  0
43  109  9  0
43  109  8  0
43  109  7  0
43  109  6  0
43  109  5  0
43  109  4  1
43  108  12  1
43  108  11  0
43  108  10  0
43  108  9  0
43  108  8  0
43  108  7  0
43  108  6  0
43  108  5  0
43  108  4  1
43  107  12  1
43  107  11  0
43  107  10  0
43  107  9  0
43  107  8  0
43  107  7  0
43  107  6  0
43  107  5  0
43  107  4  1
43  106  12  1
43  106  11  0
43  106  10  0
43  106  9  0
43  106  8  0
43  106  7  0
43  106  6  0
43  106  5  0
43  106  4  1
43  105  12  1
43  105  11  0
43  105  10  0
43  105  9  0
43  105  8  0
43  105  7  0
43  105  6  0
43  105  5  0
43  105  4  1
43  104  12  1
43  104  11  0
43  104  10  0
43  104  9  0
43  104  8  0
43  104  7  0
43  104  6  0
43  104  5  0
43  104  4  1
43  103  12  1
43  103  11  1
43  103  10  1
43  103  9  1
43  103  8  1
43  103  7  1
43  103  6  1
43  103  5  1
43  103  4  1
43  102  12  1
43  102  11  1
43  102  10  1
43  102  9  1
43  102  8  1
43  102  7  1
43  102  6  1
43  102  5  1
43  102  4  1
43  101  12  1
43  101  11  1
43  101  10  1
43  101  9  1
43  101  8  1
43  101  7  1
43  101  6  1
43  100  12  1
43  100  11  1
43  100  10  1
44  126  12  1
44  125  12  1
44  125  11  1
44  125  10  1
44  125  9  1
44  125  8  1
44  125  7  1
44  125  6  1
44  125  5  1
44  125  4  1
44  124  12  1
44  124  11  0
44  124  10  0
44  124  9  0
44  124  8  0
44  124  7  0
44  124  6  0
44  124  5  1
44  124  4  1
44  123  12  1
44  123  11  0
44  123  10  0
44  123  9  0
44  123  8  0
44  123  7  0
44  123  6  0
44  123  5  0
44  123  4  1
44  122  12  1
44  122  11  0
44  122  10  0
44  122  9  0
44  122  8  0
44  122  7  0
44  122  6  0
44  122  5  0
44  122  4  1
44  121  12  1
44  121  11  0
44  121  10  0
44  121  9  0
44  121  8  0
44  121  7  0
44  121  6  0
44  121  5  0
44  121  4  1
44  120  12  1
44  120  11  0
44  120  10  0
44  120  9  0
44  120  8  0
44  120  7  0
44  120  6  0
44  120  5  0
44  120  4  1
44  119  12  1
44  119  11  0
44  119  10  0
44  119  9  0
44  119  8  0
44  119  7  0
44  119  6  0
44  119  5  0
44  119  4  1
44  118  12  1
44  118  11  0
44  118  10  0
44  118  9  0
44  118  8  0
44  118  7  0
44  118  6  0
44  118  5  0
44  118  4  1
44  117  12  1
44  117  11  0
44  117  10  0
44  117  9  0
44  117  8  0
44  117  7  0
44  117  6  0
44  117  5  0
44  117  4  1
44  116  12  1
44  116  11  0
44  116  10  0
44  116  9  0
44  116  8  0
44  116  7  0
44  116  6  0
44  116  5  0
44  116  4  1
44  115  12  1
44  115  11  0
44  115  10  0
44  115  9  0
44  115  8  0
44  115  7  0
44  115  6  0
44  115  5  0
44  115  4  1
44  114  12  1
44  114  11  0
44  114  10  0
44  114  9  0
44  114  8  0
44  114  7  0
44  114  6  0
44  114  5  0
44  114  4  1
44  113  12  1
44  113  11  0
44  113  10  0
44  113  9  0
44  113  8  0
44  113  7  0
44  113  6  0
44  113  5  0
44  113  4  1
44  112  12  1
44  112  11  0
44  112  10  0
44  112  9  0
44  112  8  0
44  112  7  0
44  112  6  0
44  112  5  0
44  112  4  1
44  111  12  1
44  111  11  0
44  111  10  0
44  111  9  0
44  111  8  0
44  111  7  0
44  111  6  0
44  111  5  0
44  111  4  1
44  110  12  1
44  110  11  0
44  110  10  0
44  110  9  0
44  110  8  0
44  110  7  0
44  110  6  0
44  110  5  0
44  110  4  1
44  109  12  1
44  109  11  0
44  109  10  0
44  109  9  0
44  109  8  0
44  109  7  0
44  109  6  0
44  109  5  0
44  109  4  1
44  108  12  1
44  108  11  0
44  108  10  0
44  108  9  0
44  108  8  0
44  108  7  0
44  108  6  0
44  108  5  0
44  108  4  1
44  107  12  1
44  107  11  0
44  107  10  0
44  107  9  0
44  107  8  0
44  107  7  0
44  107  6  0
44  107  5  0
