122  122  15
31  94  9  1
31  94  8  1
31  94  7  1
31  94  6  1
31  94  5  1
31  94  4  1
31  93  10  1
31  93  9  1
31  93  8  1
31  93  7  0
31  93  6  0
31  93  5  0
31  93  4  1
31  92  10  1
31  92  9  0
31  92  8  0
31  92  7  0
31  92  6  0
31  92  5  0
31  92  4  1
31  91  10  1
31  91  9  0
31  91  8  0
31  91  7  0
31  91  6  0
31  91  5  0
31  91  4  1
31  90  10  1
31  90  9  0
31  90  8  0
31  90  7  0
31  90  6  0
31  90  5  0
31  90  4  1
31  89  10  1
31  89  9  0
31  89  8  0
31  89  7  0
31  89  6  0
31  89  5  0
31  89  4  1
31  88  10  1
31  88  9  0
31  88  8  0
31  88  7  0
31  88  6  0
31  88  5  0
31  88  4  1
31  87  10  1
31  87  9  0
31  87  8  0
31  87  7  0
31  87  6  0
31  87  5  0
31  87  4  1
31  86  10  1
31  86  9  0
31  86  8  0
31  86  7  0
31  86  6  0
31  86  5  0
31  86  4  1
31  85  10  1
31  85  9  0
31  85  8  0
31  85  7  0
31  85  6  0
31  85  5  0
31  85  4  1
31  84  10  1
31  84  9  1
31  84  8  0
31  84  7  0
31  84  6  0
31  84  5  0
31  84  4  1
31  83  10  1
31  83  9  1
31  83  8  1
31  83  7  1
31  83  6  1
31  83  5  1
31  83  4  1
31  82  10  1
31  82  9  1
31  82  8  1
31  82  7  1
31  82  6  1
31  82  5  1
32  94  10  1
32  94  9  1
32  94  8  1
32  94  7  1
32  94  6  1
32  94  5  1
32  94  4  1
32  93  10  1
32  93  9  0
32  93  8  0
32  93  7  0
32  93  6  0
32  93  5  0
32  93  4  1
32  92  10  1
32  92  9  0
32  92  8  0
32  92  7  0
32  92  6  0
32  92  5  0
32  92  4  1
32  91  10  1
32  91  9  0
32  91  8  0
32  91  7  0
32  91  6  0
32  91  5  0
32  91  4  1
32  90  10  1
32  90  9  0
32  90  8  0
32  90  7  0
32  90  6  0
32  90  5  0
32  90  4  1
32  89  10  1
32  89  9  0
32  89  8  0
32  89  7  0
32  89  6  0
32  89  5  0
32  89  4  1
32  88  10  1
32  88  9  0
32  88  8  0
32  88  7  0
32  88  6  0
32  88  5  0
32  88  4  1
32  87  10  1
32  87  9  0
32  87  8  0
32  87  7  0
32  87  6  0
32  87  5  0
32  87  4  1
32  86  10  1
32  86  9  0
32  86  8  0
32  86  7  0
32  86  6  0
32  86  5  0
32  86  4  1
32  85  10  1
32  85  9  0
32  85  8  0
32  85  7  0
32  85  6  0
32  85  5  0
32  85  4  1
32  84  10  1
32  84  9  0
32  84  8  0
32  84  7  0
32  84  6  0
32  84  5  0
32  84  4  1
32  83  10  1
32  83  9  0
32  83  8  0
32  83  7  0
32  83  6  0
32  83  5  1
32  83  4  1
32  82  10  1
32  82  9  1
32  82  8  1
32  82  7  1
32  82  6  1
32  82  5  1
32  82  4  1
32  81  10  1
32  81  9  1
32  81  8  1
32  81  7  1
32  81  6  1
32  81  5  1
32  81  4  1
32  80  10  1
32  80  9  1
32  80  8  1
32  80  7  1
32  80  6  1
32  80  5  1
33  95  10  1
33  94  10  1
33  94  9  1
33  94  8  1
33  94  7  1
33  94  6  1
33  94  5  1
33  94  4  1
33  93  10  1
33  93  9  0
33  93  8  0
33  93  7  0
33  93  6  0
33  93  5  0
33  93  4  1
33  92  10  1
33  92  9  0
33  92  8  0
33  92  7  0
33  92  6  0
33  92  5  0
33  92  4  1
33  91  10  1
33  91  9  0
33  91  8  0
33  91  7  0
33  91  6  0
33  91  5  0
33  91  4  1
33  90  10  1
33  90  9  0
33  90  8  0
33  90  7  0
33  90  6  0
33  90  5  0
33  90  4  1
33  89  10  1
33  89  9  0
33  89  8  0
33  89  7  0
33  89  6  0
33  89  5  0
33  89  4  1
33  88  10  1
33  88  9  0
33  88  8  0
33  88  7  0
33  88  6  0
33  88  5  0
33  88  4  1
33  87  10  1
33  87  9  0
33  87  8  0
33  87  7  0
33  87  6  0
33  87  5  0
33  87  4  1
33  86  10  1
33  86  9  0
33  86  8  0
33  86  7  0
33  86  6  0
33  86  5  0
33  86  4  1
33  85  10  1
33  85  9  0
33  85  8  0
33  85  7  0
33  85  6  0
33  85  5  0
33  85  4  1
33  84  10  1
33  84  9  0
33  84  8  0
33  84  7  0
33  84  6  0
33  84  5  0
33  84  4  1
33  83  10  1
33  83  9  0
33  83  8  0
33  83  7  0
33  83  6  0
33  83  5  0
33  83  4  1
33  82  10  1
33  82  9  0
33  82  8  0
33  82  7  0
33  82  6  0
33  82  5  0
33  82  4  1
33  81  10  1
33  81  9  0
33  81  8  0
33  81  7  0
33  81  6  0
33  81  5  1
33  81  4  1
33  80  10  1
33  80  9  1
33  80  8  1
33  80  7  1
33  80  6  1
33  80  5  1
33  80  4  1
33  79  10  1
33  79  9  1
33  79  8  1
33  79  7  1
33  79  6  1
33  79  5  1
33  79  4  1
33  78  10  1
33  78  9  1
33  78  8  1
33  78  7  1
33  78  6  1
33  78  5  1
34  95  10  1
34  95  9  1
34  95  8  1
34  94  10  1
34  94  9  1
34  94  8  1
34  94  7  1
34  94  6  1
34  94  5  1
34  94  4  1
34  93  10  1
34  93  9  0
34  93  8  0
34  93  7  0
34  93  6  0
34  93  5  0
34  93  4  1
34  92  10  1
34  92  9  0
34  92  8  0
34  92  7  0
34  92  6  0
34  92  5  0
34  92  4  1
34  91  10  1
34  91  9  0
34  91  8  0
34  91  7  0
34  91  6  0
34  91  5  0
34  91  4  1
34  90  10  1
34  90  9  0
34  90  8  0
34  90  7  0
34  90  6  0
34  90  5  0
34  90  4  1
34  89  10  1
34  89  9  0
34  89  8  0
34  89  7  0
34  89  6  0
34  89  5  0
34  89  4  1
34  88  10  1
34  88  9  0
34  88  8  0
34  88  7  0
34  88  6  0
34  88  5  0
34  88  4  1
34  87  10  1
34  87  9  0
34  87  8  0
34  87  7  0
34  87  6  0
34  87  5  0
34  87  4  1
34  86  10  1
34  86  9  0
34  86  8  0
34  86  7  0
34  86  6  0
34  86  5  0
34  86  4  1
34  85  10  1
34  85  9  0
34  85  8  0
34  85  7  0
34  85  6  0
34  85  5  0
34  85  4  1
34  84  10  1
34  84  9  0
34  84  8  0
34  84  7  0
34  84  6  0
34  84  5  0
34  84  4  1
34  83  10  1
34  83  9  0
34  83  8  0
34  83  7  0
34  83  6  0
34  83  5  0
34  83  4  1
34  82  10  1
34  82  9  0
34  82  8  0
34  82  7  0
34  82  6  0
34  82  5  0
34  82  4  1
34  81  10  1
34  81  9  0
34  81  8  0
34  81  7  0
34  81  6  0
34  81  5  0
34  81  4  1
34  80  10  1
34  80  9  0
34  80  8  0
34  80  7  0
34  80  6  0
34  80  5  0
34  80  4  1
34  79  10  1
34  79  9  0
34  79  8  0
34  79  7  0
34  79  6  0
34  79  5  1
34  79  4  1
34  78  10  1
34  78  9  1
34  78  8  1
34  78  7  1
34  78  6  1
34  78  5  1
34  78  4  1
34  77  10  1
34  77  9  1
34  77  8  1
34  77  7  1
34  77  6  1
34  77  5  1
34  77  4  1
34  76  10  1
34  76  9  1
34  76  8  1
34  76  7  1
34  76  6  1
35  95  10  1
35  95  9  1
35  95  8  1
35  95  7  1
35  95  6  1
35  94  10  1
35  94  9  0
35  94  8  1
35  94  7  1
35  94  6  1
35  94  5  1
35  94  4  1
35  93  10  1
35  93  9  0
35  93  8  0
35  93  7  0
35  93  6  0
35  93  5  0
35  93  4  1
35  92  10  1
35  92  9  0
35  92  8  0
35  92  7  0
35  92  6  0
35  92  5  0
35  92  4  1
35  91  10  1
35  91  9  0
35  91  8  0
35  91  7  0
35  91  6  0
35  91  5  0
35  91  4  1
35  90  10  1
35  90  9  0
35  90  8  0
35  90  7  0
35  90  6  0
35  90  5  0
35  90  4  1
35  89  10  1
35  89  9  0
35  89  8  0
35  89  7  0
35  89  6  0
35  89  5  0
35  89  4  1
35  88  10  1
35  88  9  1
35  88  8  0
35  88  7  0
35  88  6  0
35  88  5  0
35  88  4  1
35  87  10  1
35  87  9  1
35  87  8  0
35  87  7  0
35  87  6  0
35  87  5  0
35  87  4  1
35  86  10  1
35  86  9  1
35  86  8  0
35  86  7  0
35  86  6  0
35  86  5  0
35  86  4  1
35  85  10  1
35  85  9  0
35  85  8  0
35  85  7  0
35  85  6  0
35  85  5  0
35  85  4  1
35  84  10  1
35  84  9  0
35  84  8  0
35  84  7  0
35  84  6  0
35  84  5  0
35  84  4  1
35  83  10  1
35  83  9  0
35  83  8  0
35  83  7  0
35  83  6  0
35  83  5  0
35  83  4  1
35  82  10  1
35  82  9  0
35  82  8  0
35  82  7  0
35  82  6  0
35  82  5  0
35  82  4  1
35  81  10  1
35  81  9  0
35  81  8  0
35  81  7  0
35  81  6  0
35  81  5  0
35  81  4  1
35  80  10  1
35  80  9  0
35  80  8  0
35  80  7  0
35  80  6  0
35  80  5  0
35  80  4  1
35  79  10  1
35  79  9  0
35  79  8  0
35  79  7  0
35  79  6  0
35  79  5  0
35  79  4  1
35  78  10  1
35  78  9  0
35  78  8  0
35  78  7  0
35  78  6  0
35  78  5  0
35  78  4  1
35  77  10  1
35  77  9  0
35  77  8  0
35  77  7  0
35  77  6  1
35  77  5  1
35  77  4  1
35  76  10  1
35  76  9  1
35  76  8  1
35  76  7  1
35  76  6  1
35  76  5  1
35  76  4  1
35  75  10  1
35  75  9  1
35  75  8  1
35  75  7  1
35  75  6  1
35  75  5  1
35  75  4  1
35  74  10  1
35  74  9  1
35  74  8  1
35  74  7  1
35  74  6  1
35  74  5  1
35  74  4  1
36  95  10  1
36  95  9  1
36  95  8  1
36  95  7  1
36  95  6  1
36  95  5  1
36  95  4  1
36  94  10  1
36  94  9  0
36  94  8  0
36  94  7  0
36  94  6  1
36  94  5  1
36  94  4  1
36  93  10  1
36  93  9  0
36  93  8  0
36  93  7  0
36  93  6  0
36  93  5  0
36  93  4  1
36  92  10  1
36  92  9  0
36  92  8  0
36  92  7  0
36  92  6  0
36  92  5  0
36  92  4  1
36  91  10  1
36  91  9  0
36  91  8  0
36  91  7  0
36  91  6  0
36  91  5  0
36  91  4  1
36  90  10  1
36  90  9  0
36  90  8  0
36  90  7  0
36  90  6  0
36  90  5  0
36  90  4  1
36  89  10  1
36  89  9  1
36  89  8  1
36  89  7  0
36  89  6  0
36  89  5  0
36  89  4  1
36  88  10  1
36  88  9  1
36  88  8  1
36  88  7  1
36  88  6  1
36  88  5  1
36  88  4  1
36  87  10  1
36  87  9  1
36  87  8  1
36  87  7  1
36  87  6  1
36  87  5  1
36  87  4  1
36  86  10  1
36  86  9  1
36  86  8  1
36  86  7  1
36  86  6  1
36  86  5  1
36  86  4  1
36  85  10  1
36  85  9  1
36  85  8  1
36  85  7  1
36  85  6  1
36  85  5  1
36  85  4  1
36  84  10  1
36  84  9  1
36  84  8  0
36  84  7  0
36  84  6  0
36  84  5  0
36  84  4  1
36  83  10  1
36  83  9  0
36  83  8  0
36  83  7  0
36  83  6  0
36  83  5  0
36  83  4  1
36  82  10  1
36  82  9  0
36  82  8  0
36  82  7  0
36  82  6  0
36  82  5  0
36  82  4  1
36  81  10  1
36  81  9  0
36  81  8  0
36  81  7  0
36  81  6  0
36  81  5  0
36  81  4  1
36  80  10  1
36  80  9  0
36  80  8  0
36  80  7  0
36  80  6  0
36  80  5  0
36  80  4  1
36  79  10  1
36  79  9  0
36  79  8  0
36  79  7  0
36  79  6  0
36  79  5  0
36  79  4  1
36  78  10  1
36  78  9  0
36  78  8  0
36  78  7  0
36  78  6  0
36  78  5  0
36  78  4  1
36  77  10  1
36  77  9  0
36  77  8  0
36  77  7  0
36  77  6  0
36  77  5  0
36  77  4  1
36  76  10  1
36  76  9  0
36  76  8  0
36  76  7  0
36  76  6  0
36  76  5  0
36  76  4  1
36  75  10  1
36  75  9  0
36  75  8  0
36  75  7  0
36  75  6  0
36  75  5  0
36  75  4  1
36  74  10  1
36  74  9  1
36  74  8  1
36  74  7  1
36  74  6  1
36  74  5  1
36  74  4  1
36  73  10  1
36  73  9  1
36  73  8  1
36  73  7  1
36  73  6  1
36  73  5  1
36  73  4  1
36  72  10  1
36  72  9  1
36  72  8  1
36  72  7  1
36  72  6  1
36  72  5  1
37  95  10  1
37  95  9  1
37  95  8  1
37  95  7  1
37  95  6  1
37  95  5  1
37  95  4  1
37  94  10  1
37  94  9  0
37  94  8  0
37  94  7  0
37  94  6  0
37  94  5  0
37  94  4  1
37  93  10  1
37  93  9  0
37  93  8  0
37  93  7  0
37  93  6  0
37  93  5  0
37  93  4  1
37  92  10  1
37  92  9  0
37  92  8  0
37  92  7  0
37  92  6  0
37  92  5  0
37  92  4  1
37  91  10  1
37  91  9  0
37  91  8  0
37  91  7  0
37  91  6  0
37  91  5  0
37  91  4  1
37  90  10  1
37  90  9  1
37  90  8  1
37  90  7  0
37  90  6  0
37  90  5  0
37  90  4  1
37  89  10  1
37  89  9  1
37  89  8  1
37  89  7  1
37  89  6  1
37  89  5  1
37  89  4  1
37  88  10  1
37  88  9  1
37  88  8  1
37  88  7  1
37  88  6  1
37  88  5  1
37  88  4  1
37  87  10  1
37  87  9  1
37  87  8  1
37  87  7  1
37  87  6  1
37  87  5  1
37  87  4  1
37  86  10  1
37  86  9  1
37  86  8  1
37  86  7  1
37  86  6  1
37  86  5  1
37  86  4  1
37  85  10  1
37  85  9  1
37  85  8  1
37  85  7  1
37  85  6  1
37  85  5  1
37  85  4  1
37  84  10  1
37  84  9  1
37  84  8  1
37  84  7  1
37  84  6  1
37  84  5  1
37  84  4  1
37  83  10  1
37  83  9  1
37  83  8  1
37  83  7  1
37  83  6  1
37  83  5  1
37  83  4  1
37  82  10  1
37  82  9  1
37  82  8  1
37  82  7  1
37  82  6  0
37  82  5  0
37  82  4  1
37  81  10  1
37  81  9  0
37  81  8  0
37  81  7  0
37  81  6  0
37  81  5  0
37  81  4  1
37  80  10  1
37  80  9  0
37  80  8  0
37  80  7  0
37  80  6  0
37  80  5  0
37  80  4  1
37  79  10  1
37  79  9  0
37  79  8  0
37  79  7  0
37  79  6  0
37  79  5  0
37  79  4  1
37  78  10  1
37  78  9  0
37  78  8  0
37  78  7  0
37  78  6  0
37  78  5  0
37  78  4  1
37  77  10  1
37  77  9  0
37  77  8  0
37  77  7  0
37  77  6  0
37  77  5  0
37  77  4  1
37  76  10  1
37  76  9  0
37  76  8  0
37  76  7  0
37  76  6  0
37  76  5  0
37  76  4  1
37  75  10  1
37  75  9  0
37  75  8  0
37  75  7  0
37  75  6  0
37  75  5  0
37  75  4  1
37  74  10  1
37  74  9  0
37  74  8  0
37  74  7  0
37  74  6  0
37  74  5  0
37  74  4  1
37  73  10  1
37  73  9  0
37  73  8  0
37  73  7  0
37  73  6  0
37  73  5  1
37  73  4  1
37  72  10  1
37  72  9  1
37  72  8  1
37  72  7  1
37  72  6  1
37  72  5  1
37  72  4  1
37  71  10  1
37  71  9  1
37  71  8  1
37  71  7  1
37  71  6  1
37  71  5  1
37  71  4  1
37  70  10  1
37  70  9  1
37  70  8  1
37  70  7  1
37  70  6  1
37  70  5  1
38  96  10  1
38  96  9  1
38  96  8  1
38  96  7  1
38  95  10  1
38  95  9  1
38  95  8  1
38  95  7  1
38  95  6  1
38  95  5  1
38  95  4  1
38  94  10  1
38  94  9  0
38  94  8  0
38  94  7  0
38  94  6  0
38  94  5  0
38  94  4  1
38  93  10  1
38  93  9  0
38  93  8  0
38  93  7  0
38  93  6  0
38  93  5  0
38  93  4  1
38  92  10  1
38  92  9  0
38  92  8  0
38  92  7  0
38  92  6  0
38  92  5  0
38  92  4  1
38  91  10  1
38  91  9  0
38  91  8  0
38  91  7  0
38  91  6  0
38  91  5  0
38  91  4  1
38  90  10  1
38  90  9  1
38  90  8  1
38  90  7  0
38  90  6  0
38  90  5  0
38  90  4  1
38  89  10  1
38  89  9  1
38  89  8  1
38  89  7  1
38  89  6  1
38  89  5  1
38  89  4  1
38  88  10  1
38  88  9  1
38  88  8  1
38  88  7  1
38  88  6  1
38  88  5  1
38  88  4  1
38  87  10  1
38  87  9  0
38  87  8  0
38  87  7  0
38  87  6  0
38  87  5  0
38  87  4  1
38  86  10  1
38  86  9  0
38  86  8  0
38  86  7  0
38  86  6  0
38  86  5  0
38  86  4  1
38  85  10  1
38  85  9  0
38  85  8  0
38  85  7  0
38  85  6  0
38  85  5  1
38  85  4  1
38  84  10  1
38  84  9  1
38  84  8  1
38  84  7  1
38  84  6  1
38  84  5  1
38  84  4  1
38  83  10  1
38  83  9  1
38  83  8  1
38  83  7  1
38  83  6  1
38  83  5  1
38  83  4  1
38  82  10  1
38  82  9  1
38  82  8  1
38  82  7  1
38  82  6  1
38  82  5  1
38  82  4  1
38  81  10  1
38  81  9  1
38  81  8  1
38  81  7  1
38  81  6  1
38  81  5  1
38  81  4  1
38  80  10  1
38  80  9  1
38  80  8  1
38  80  7  0
38  80  6  0
38  80  5  0
38  80  4  1
38  79  10  1
38  79  9  0
38  79  8  0
38  79  7  0
38  79  6  0
38  79  5  0
38  79  4  1
38  78  10  1
38  78  9  0
38  78  8  0
38  78  7  0
38  78  6  0
38  78  5  0
38  78  4  1
38  77  10  1
38  77  9  0
38  77  8  0
38  77  7  0
38  77  6  0
38  77  5  0
38  77  4  1
38  76  10  1
38  76  9  0
38  76  8  0
38  76  7  0
38  76  6  0
38  76  5  0
38  76  4  1
38  75  10  1
38  75  9  0
38  75  8  0
38  75  7  0
38  75  6  0
38  75  5  0
38  75  4  1
38  74  10  1
38  74  9  0
38  74  8  0
38  74  7  0
38  74  6  0
38  74  5  0
38  74  4  1
38  73  10  1
38  73  9  0
38  73  8  0
38  73  7  0
38  73  6  0
38  73  5  0
38  73  4  1
38  72  10  1
38  72  9  0
38  72  8  0
38  72  7  0
38  72  6  0
38  72  5  0
38  72  4  1
38  71  10  1
38  71  9  0
38  71  8  0
38  71  7  0
38  71  6  0
38  71  5  1
38  71  4  1
38  70  10  1
38  70  9  1
38  70  8  1
38  70  7  1
38  70  6  1
38  70  5  1
38  70  4  1
38  69  10  1
38  69  9  1
38  69  8  1
38  69  7  1
38  69  6  1
38  69  5  1
38  69  4  1
38  68  10  1
38  68  9  1
38  68  8  1
38  68  7  1
38  68  6  1
39  96  10  1
39  96  9  1
39  96  8  1
39  96  7  1
39  96  6  1
39  95  10  1
39  95  9  0
39  95  8  0
39  95  7  1
39  95  6  1
39  95  5  1
39  95  4  1
39  94  10  1
39  94  9  0
39  94  8  0
39  94  7  0
39  94  6  0
39  94  5  0
39  94  4  1
39  93  10  1
39  93  9  0
39  93  8  0
39  93  7  0
39  93  6  0
39  93  5  0
39  93  4  1
39  92  10  1
39  92  9  0
39  92  8  0
39  92  7  0
39  92  6  0
39  92  5  0
39  92  4  1
39  91  10  1
39  91  9  0
39  91  8  0
39  91  7  0
39  91  6  0
39  91  5  0
39  91  4  1
39  90  10  1
39  90  9  0
39  90  8  0
39  90  7  0
39  90  6  0
39  90  5  0
39  90  4  1
39  89  10  1
39  89  9  1
39  89  8  1
39  89  7  1
39  89  6  1
39  89  5  1
39  89  4  1
39  88  10  1
39  88  9  0
39  88  8  0
39  88  7  0
39  88  6  1
39  88  5  1
39  88  4  1
39  87  10  1
39  87  9  0
39  87  8  0
39  87  7  0
39  87  6  0
39  87  5  0
39  87  4  1
39  86  10  1
39  86  9  0
39  86  8  0
39  86  7  0
39  86  6  0
39  86  5  0
39  86  4  1
39  85  10  1
39  85  9  0
39  85  8  0
39  85  7  0
39  85  6  0
39  85  5  0
39  85  4  1
39  84  10  1
39  84  9  0
39  84  8  0
39  84  7  0
39  84  6  0
39  84  5  0
39  84  4  1
39  83  10  1
39  83  9  0
39  83  8  0
39  83  7  0
39  83  6  1
39  83  5  1
39  83  4  1
39  82  10  1
39  82  9  1
39  82  8  1
39  82  7  1
39  82  6  1
39  82  5  1
39  82  4  1
39  81  10  1
39  81  9  1
39  81  8  1
39  81  7  1
39  81  6  1
39  81  5  1
39  81  4  1
39  80  10  1
39  80  9  1
39  80  8  1
39  80  7  1
39  80  6  1
39  80  5  1
39  80  4  1
39  79  10  1
39  79  9  1
39  79  8  1
39  79  7  1
39  79  6  1
39  79  5  1
39  79  4  1
39  78  10  1
39  78  9  1
39  78  8  1
39  78  7  0
39  78  6  0
39  78  5  0
39  78  4  1
39  77  10  1
39  77  9  0
39  77  8  0
39  77  7  0
39  77  6  0
39  77  5  0
39  77  4  1
39  76  10  1
39  76  9  0
39  76  8  0
39  76  7  0
39  76  6  0
39  76  5  0
39  76  4  1
39  75  10  1
39  75  9  0
39  75  8  0
39  75  7  0
39  75  6  0
39  75  5  0
39  75  4  1
39  74  10  1
39  74  9  0
39  74  8  0
39  74  7  0
39  74  6  0
39  74  5  0
39  74  4  1
39  73  10  1
39  73  9  0
39  73  8  0
39  73  7  0
39  73  6  0
39  73  5  0
39  73  4  1
39  72  10  1
39  72  9  0
39  72  8  0
39  72  7  0
39  72  6  0
39  72  5  0
39  72  4  1
39  71  10  1
39  71  9  0
39  71  8  0
39  71  7  0
39  71  6  0
39  71  5  0
39  71  4  1
39  70  10  1
39  70  9  0
39  70  8  0
39  70  7  0
39  70  6  0
39  70  5  0
39  70  4  1
39  69  10  1
39  69  9  0
39  69  8  0
39  69  7  0
39  69  6  1
39  69  5  1
39  69  4  1
39  68  10  1
39  68  9  1
39  68  8  1
39  68  7  1
39  68  6  1
39  68  5  1
39  68  4  1
39  67  10  1
39  67  9  1
39  67  8  1
39  67  7  1
39  67  6  1
39  67  5  1
39  67  4  1
39  66  10  1
39  66  9  1
39  66  8  1
39  66  7  1
39  66  6  1
40  96  10  1
40  96  9  1
40  96  8  1
40  96  7  1
40  96  6  1
40  96  5  1
40  95  10  1
40  95  9  0
40  95  8  0
40  95  7  0
40  95  6  1
40  95  5  1
40  95  4  1
40  94  10  1
40  94  9  0
40  94  8  0
40  94  7  0
40  94  6  0
40  94  5  0
40  94  4  1
40  93  10  1
40  93  9  0
40  93  8  0
40  93  7  0
40  93  6  0
40  93  5  0
40  93  4  1
40  92  10  1
40  92  9  0
40  92  8  0
40  92  7  0
40  92  6  0
40  92  5  0
40  92  4  1
40  91  10  1
40  91  9  0
40  91  8  0
40  91  7  0
40  91  6  0
40  91  5  0
40  91  4  1
40  90  10  1
40  90  9  0
40  90  8  0
40  90  7  0
40  90  6  0
40  90  5  0
40  90  4  1
40  89  10  1
40  89  9  0
40  89  8  0
40  89  7  0
40  89  6  0
40  89  5  0
40  89  4  1
40  88  10  1
40  88  9  0
40  88  8  0
40  88  7  0
40  88  6  0
40  88  5  0
40  88  4  1
40  87  10  1
40  87  9  0
40  87  8  0
40  87  7  0
40  87  6  0
40  87  5  0
40  87  4  1
40  86  10  1
40  86  9  0
40  86  8  0
40  86  7  0
40  86  6  0
40  86  5  0
40  86  4  1
40  85  10  1
40  85  9  0
40  85  8  0
40  85  7  0
40  85  6  0
40  85  5  0
40  85  4  1
40  84  10  1
40  84  9  0
40  84  8  0
40  84  7  0
40  84  6  0
40  84  5  0
40  84  4  1
40  83  10  1
40  83  9  0
40  83  8  0
40  83  7  0
40  83  6  0
40  83  5  0
40  83  4  1
40  82  10  1
